Owner;Ship;Ship_code;Catch_object;Date;Catch;Depth;Latitude;Longitude
a;a2;a93;сардинелла;21.01.2004;1.5;70;17.9167;-16.3667
a;a2;a93;анчоусы;21.01.2004;16.668;70;17.9167;-16.3667
a;a2;a93;ставрида;21.01.2004;20.31;70;17.9167;-16.3667
a;a2;a93;скумбрия;21.01.2004;5.13;70;17.9167;-16.3667
a;a2;a93;сардина;21.01.2004;4.65;70;17.9167;-16.3667
a;a1;a90;ставрида;21.01.2004;18.662;0;17.7;-16.45
a;a1;a90;скумбрия;21.01.2004;8.241;0;17.7;-16.45
b;b33;b93;анчоусы;21.01.2004;16.268;70;18.15;-16.3667
b;b33;b93;ставрида;21.01.2004;1;70;18.15;-16.3667
b;b33;b93;скумбрия;21.01.2004;8;70;18.15;-16.3667
b;b33;b93;сардина;21.01.2004;4.4;70;18.15;-16.3667
b;b30;b90;сардинелла;21.01.2004;20;10;18.8333;-16.6667
b;b30;b90;ставрида;21.01.2004;6;10;18.8333;-16.6667
b;b30;b90;скумбрия;21.01.2004;12;10;18.8333;-16.6667
f;f30;f90;сардинелла;21.01.2004;1.02;37;16.65;-16.6667
a;a2;a93;сардина;22.01.2004;12.42;100;18;-16.3667
f;f30;f90;луфарь;21.01.2004;0.479;37;16.65;-16.6667
f;f30;f90;ставрида;21.01.2004;5.13;37;16.65;-16.6667
f;f30;f90;скумбрия;21.01.2004;8.759;37;16.65;-16.6667
f;f30;f90;сардина;21.01.2004;5.408;37;16.65;-16.6667
i;i36;i96;анчоусы;21.01.2004;33.336;300;18.1667;-16.5
i;i36;i96;ставрида;21.01.2004;38.12;300;18.1667;-16.5
i;i36;i96;скумбрия;21.01.2004;2;300;18.1667;-16.5
d;d30;d90;анчоусы;22.01.2004;11.112;0;19.6333;-17.0167
d;d30;d90;ставрида;22.01.2004;4.95;0;19.6333;-17.0167
d;d30;d90;скумбрия;22.01.2004;8.25;0;19.6333;-17.0167
d;d30;d90;сардина;22.01.2004;2.82;0;19.6333;-17.0167
a;a2;a93;сардинелла;22.01.2004;0.48;100;18;-16.3667
a;a2;a93;анчоусы;22.01.2004;22.224;100;18;-16.3667
a;a2;a93;ставрида;22.01.2004;2.88;100;18;-16.3667
a;a2;a93;скумбрия;22.01.2004;9.42;100;18;-16.3667
b;b33;b93;сардинелла;22.01.2004;6;0;18.1667;-16.4
b;b33;b93;анчоусы;22.01.2004;5.556;0;18.1667;-16.4
b;b33;b93;ставрида;22.01.2004;11;0;18.1667;-16.4
b;b33;b93;скумбрия;22.01.2004;5;0;18.1667;-16.4
f;f30;f90;зубаны;22.01.2004;0.729;5;16.25;-16.75
f;f30;f90;сардинелла;22.01.2004;31.723;5;16.25;-16.75
f;f30;f90;ставрида;22.01.2004;1.512;5;16.25;-16.75
f;f30;f90;сардина;22.01.2004;36.67;5;16.25;-16.75
i;i36;i96;анчоусы;22.01.2004;11.112;100;17.1667;-16.75
i;i36;i96;ставрида;22.01.2004;10.02;100;17.1667;-16.75
i;i36;i96;скумбрия;22.01.2004;10.1;100;17.1667;-16.75
c;c30;c90;ставрида;22.01.2004;0.432;10;20.4;-17.5667
c;c30;c90;прочие  морские рыбы;22.01.2004;34.447;10;20.4;-17.5667
a;a2;a93;сардина;24.01.2004;6.36;40;18;-16.4667
c;c30;c90;сардина;22.01.2004;3.618;10;20.4;-17.5667
d;d30;d90;зубаны;23.01.2004;1.512;0;20.6667;-17.75
d;d30;d90;анчоусы;23.01.2004;11.112;0;20.6667;-17.75
d;d30;d90;ставрида;23.01.2004;6.42;0;20.6667;-17.75
d;d30;d90;скумбрия;23.01.2004;1.068;0;20.6667;-17.75
a;a2;a93;зубаны;23.01.2004;1.512;100;18.0333;-16.3167
a;a2;a93;анчоусы;23.01.2004;5.556;100;18.0333;-16.3167
a;a2;a93;ставрида;23.01.2004;3.12;100;18.0333;-16.3167
a;a2;a93;скумбрия;23.01.2004;3.78;100;18.0333;-16.3167
a;a2;a93;сардина;23.01.2004;19.47;100;18.0333;-16.3167
a;a1;a90;ставрида;23.01.2004;4.02;0;19.2667;-16.75
a;a1;a90;прочие  морские рыбы;23.01.2004;11.131;0;19.2667;-16.75
a;a1;a90;скумбрия;23.01.2004;5.025;0;19.2667;-16.75
a;a1;a90;сардина;23.01.2004;11.056;0;19.2667;-16.75
b;b33;b93;анчоусы;23.01.2004;21.824;0;18.0333;-16.3333
b;b33;b93;ставрида;23.01.2004;11;0;18.0333;-16.3333
b;b33;b93;скумбрия;23.01.2004;8;0;18.0333;-16.3333
b;b33;b93;сардина;23.01.2004;6.4;0;18.0333;-16.3333
a;a1;a90;ставрида;24.01.2004;4.02;0;17.9333;-16.4833
f;f30;f90;зубаны;23.01.2004;0.783;5;16.4;-16.7333
f;f30;f90;сардинелла;23.01.2004;36.75;5;16.4;-16.7333
f;f30;f90;ставрида;23.01.2004;4.482;5;16.4;-16.7333
f;f30;f90;сардина;23.01.2004;45.559;5;16.4;-16.7333
i;i36;i96;анчоусы;23.01.2004;11.112;300;16.3333;-16.8333
i;i36;i96;ставрида;23.01.2004;20.02;300;16.3333;-16.8333
i;i36;i96;скумбрия;23.01.2004;5.1;300;16.3333;-16.8333
d;d30;d90;анчоусы;24.01.2004;16.668;0;20.7333;-17.25
d;d30;d90;ставрида;24.01.2004;2.01;0;20.7333;-17.25
d;d30;d90;скумбрия;24.01.2004;5.94;0;20.7333;-17.25
d;d30;d90;сардина;24.01.2004;2.16;0;20.7333;-17.25
a;a2;a93;зубаны;24.01.2004;0.162;40;18;-16.4667
a;a2;a93;анчоусы;24.01.2004;5.556;40;18;-16.4667
a;a2;a93;ставрида;24.01.2004;17.79;40;18;-16.4667
a;a2;a93;скумбрия;24.01.2004;9.78;40;18;-16.4667
a;a1;a90;скумбрия;24.01.2004;1.005;0;17.9333;-16.4833
a;a1;a90;сардина;24.01.2004;59.99;0;17.9333;-16.4833
b;b33;b93;анчоусы;24.01.2004;25.38;120;18.1667;-16.3833
b;b33;b93;ставрида;24.01.2004;12;120;18.1667;-16.3833
b;b33;b93;скумбрия;24.01.2004;2;120;18.1667;-16.3833
b;b33;b93;сардина;24.01.2004;13.4;120;18.1667;-16.3833
f;f30;f90;сардинелла;24.01.2004;36;5;16.2833;-16.7833
f;f30;f90;ставрида;24.01.2004;2.619;5;16.2833;-16.7833
f;f30;f90;сардина;24.01.2004;28.891;5;16.2833;-16.7833
i;i36;i96;анчоусы;24.01.2004;5.556;300;16.6167;-16.8333
i;i36;i96;ставрида;24.01.2004;10.1;300;16.6167;-16.8333
i;i36;i96;скумбрия;24.01.2004;5.058;300;16.6167;-16.8333
c;c30;c90;ставрида;24.01.2004;1.512;10;18.6333;-16.4
c;c30;c90;прочие  морские рыбы;24.01.2004;13.334;10;18.6333;-16.4
c;c30;c90;сардина;24.01.2004;14.985;10;18.6333;-16.4
a;a2;a93;ставрида;25.01.2004;35.61;170;18.05;-16.4667
a;a2;a93;тунец полосатый скипджек;25.01.2004;0.27;170;18.05;-16.4667
a;a1;a90;ставрида;25.01.2004;6.803;0;17.9667;-16.4167
a;a1;a90;скумбрия;25.01.2004;11.828;0;17.9667;-16.4167
a;a1;a90;тунец пятнистый;25.01.2004;3.015;0;17.9667;-16.4167
b;b33;b93;анчоусы;25.01.2004;16.268;120;18.0333;-16.35
b;b33;b93;ставрида;25.01.2004;12;120;18.0333;-16.35
b;b33;b93;сардина;25.01.2004;1.4;120;18.0333;-16.35
i;i33;i93;анчоусы;25.01.2004;10.823;5;20;-17.6667
i;i33;i93;сардина;25.01.2004;43.585;5;20;-17.6667
f;f30;f90;зубаны;25.01.2004;0.144;4;16.5333;-16.7
f;f30;f90;сардинелла;25.01.2004;21.225;4;16.5333;-16.7
f;f30;f90;ставрида;25.01.2004;15.228;4;16.5333;-16.7
f;f30;f90;скумбрия;25.01.2004;5.086;4;16.5333;-16.7
b;b33;b93;анчоусы;26.01.2004;11.112;0;18.25;-16.45
f;f30;f90;сардина;25.01.2004;40.064;4;16.5333;-16.7
i;i36;i96;анчоусы;25.01.2004;11.112;100;17.1333;-16.8
i;i36;i96;сардина;25.01.2004;30.1;100;17.1333;-16.8
i;i36;i96;кефаль;25.01.2004;9.774;100;17.1333;-16.8
c;c30;c90;ставрида;25.01.2004;10.098;10;18.2333;-16.4167
c;c30;c90;прочие  морские рыбы;25.01.2004;13.334;10;18.2333;-16.4167
c;c30;c90;скумбрия;25.01.2004;3.537;10;18.2333;-16.4167
c;c30;c90;сардина;25.01.2004;14.958;10;18.2333;-16.4167
a;a2;a93;ставрида;26.01.2004;31.38;160;18.15;-16.7
a;a2;a93;прочие  морские рыбы;26.01.2004;5.556;160;18.15;-16.7
a;a2;a93;скумбрия;26.01.2004;8.85;160;18.15;-16.7
a;a1;a90;ставрида;26.01.2004;7.808;0;17.7167;-16.35
a;a1;a90;скумбрия;26.01.2004;14.843;0;17.7167;-16.35
a;a1;a90;тунец пятнистый;26.01.2004;3.015;0;17.7167;-16.35
b;b33;b93;ставрида;26.01.2004;28;0;18.25;-16.45
b;b33;b93;скумбрия;26.01.2004;2;0;18.25;-16.45
i;i33;i93;анчоусы;26.01.2004;28.305;5;18.8667;-16.75
i;i33;i93;ставрида;26.01.2004;17.34;5;18.8667;-16.75
i;i33;i93;скумбрия;26.01.2004;1.14;5;18.8667;-16.75
i;i33;i93;сардина;26.01.2004;50.83;5;18.8667;-16.75
f;f30;f90;сардинелла;26.01.2004;7.6;26;16.1;-16.75
f;f30;f90;луфарь;26.01.2004;4.833;26;16.1;-16.75
f;f30;f90;ставрида;26.01.2004;11.529;26;16.1;-16.75
f;f30;f90;скумбрия;26.01.2004;6.976;26;16.1;-16.75
f;f30;f90;сардина;26.01.2004;34.192;26;16.1;-16.75
i;i36;i96;анчоусы;26.01.2004;11.112;300;19.3333;-17
i;i36;i96;ставрида;26.01.2004;50.1;300;19.3333;-17
c;c30;c90;ставрида;26.01.2004;21.357;10;18.2667;-16.4
c;c30;c90;прочие  морские рыбы;26.01.2004;13.334;10;18.2667;-16.4
c;c30;c90;скумбрия;26.01.2004;4.968;10;18.2667;-16.4
a;a2;a93;анчоусы;27.01.2004;5.556;170;18.0167;-16.4167
a;a2;a93;ставрида;27.01.2004;11.61;170;18.0167;-16.4167
a;a2;a93;скумбрия;27.01.2004;27.18;170;18.0167;-16.4167
a;a2;a93;тунец полосатый скипджек;27.01.2004;2.1;170;18.0167;-16.4167
a;a1;a90;ставрида;27.01.2004;14.07;0;18.0167;-16.25
a;a1;a90;скумбрия;27.01.2004;41.205;0;18.0167;-16.25
a;a1;a90;тунец пятнистый;27.01.2004;6.03;0;18.0167;-16.25
b;b33;b93;анчоусы;27.01.2004;16.668;150;18.2167;-16.5
b;b33;b93;ставрида;27.01.2004;30;150;18.2167;-16.5
i;i33;i93;анчоусы;27.01.2004;33.3;21;18.5333;-16.5833
i;i33;i93;ставрида;27.01.2004;39.94;21;18.5333;-16.5833
i;i33;i93;скумбрия;27.01.2004;10.08;21;18.5333;-16.5833
i;i33;i93;сардина;27.01.2004;10.81;21;18.5333;-16.5833
f;f30;f90;зубаны;27.01.2004;0.135;5;16.2333;-16.7333
a;a2;a93;ставрида;28.01.2004;31.74;80;17.75;-16.3833
f;f30;f90;луфарь;27.01.2004;0.957;5;16.2333;-16.7333
f;f30;f90;ставрида;27.01.2004;2.835;5;16.2333;-16.7333
f;f30;f90;скумбрия;27.01.2004;30.396;5;16.2333;-16.7333
f;f30;f90;сардина;27.01.2004;29.786;5;16.2333;-16.7333
i;i36;i96;зубаны;27.01.2004;0.234;300;18.95;-17.0833
i;i36;i96;анчоусы;27.01.2004;11.112;300;18.95;-17.0833
i;i36;i96;берикс;27.01.2004;0.45;300;18.95;-17.0833
i;i36;i96;ставрида;27.01.2004;49.4;300;18.95;-17.0833
c;c30;c90;ставрида;27.01.2004;7.587;10;18.3667;-16.35
c;c30;c90;прочие  морские рыбы;27.01.2004;7.778;10;18.3667;-16.35
c;c30;c90;скумбрия;27.01.2004;5.049;10;18.3667;-16.35
c;c30;c90;сардина;27.01.2004;7.641;10;18.3667;-16.35
a;a2;a93;скумбрия;28.01.2004;8.85;80;17.75;-16.3833
a;a2;a93;тунец полосатый скипджек;28.01.2004;0.3;80;17.75;-16.3833
b;b33;b93;анчоусы;28.01.2004;11.112;150;19.1333;-16.7167
b;b33;b93;ставрида;28.01.2004;20;150;19.1333;-16.7167
b;b33;b93;скумбрия;28.01.2004;2;150;19.1333;-16.7167
i;i33;i93;анчоусы;28.01.2004;10.823;16;18.4167;-16.55
i;i33;i93;ставрида;28.01.2004;38.92;16;18.4167;-16.55
i;i33;i93;прочие  морские рыбы;28.01.2004;3.402;16;18.4167;-16.55
i;i33;i93;скумбрия;28.01.2004;5.78;16;18.4167;-16.55
i;i36;i96;ставрида;28.01.2004;30.16;300;19.1667;-16.8333
c;c30;c90;сардинелла;28.01.2004;4.212;10;18.3333;-16.3333
c;c30;c90;ставрида;28.01.2004;4.779;10;18.3333;-16.3333
c;c30;c90;прочие  морские рыбы;28.01.2004;13.334;10;18.3333;-16.3333
c;c30;c90;скумбрия;28.01.2004;15.066;10;18.3333;-16.3333
f;f30;f90;сардинелла;28.01.2004;3.962;46;16.3167;-16.8167
f;f30;f90;луфарь;28.01.2004;1.005;46;16.3167;-16.8167
f;f30;f90;ставрида;28.01.2004;0.81;46;16.3167;-16.8167
f;f30;f90;скумбрия;28.01.2004;18.736;46;16.3167;-16.8167
f;f30;f90;сардина;28.01.2004;8.845;46;16.3167;-16.8167
d;d30;d90;анчоусы;29.01.2004;3.334;0;19.1333;-16.7833
d;d30;d90;хек (мерлуза);29.01.2004;0.6;0;19.1333;-16.7833
d;d30;d90;ставрида;29.01.2004;23.4;0;19.1333;-16.7833
a;a2;a93;зубаны;29.01.2004;0.27;70;17.75;-16.3833
a;a2;a93;ставрида;29.01.2004;11.07;70;17.75;-16.3833
a;a2;a93;скумбрия;29.01.2004;2.28;70;17.75;-16.3833
a;a2;a93;тунец полосатый скипджек;29.01.2004;0.24;70;17.75;-16.3833
a;a1;a90;сардина;29.01.2004;14.611;0;18.1167;-16.2833
b;b33;b93;анчоусы;29.01.2004;5.556;150;18.9667;-16.7333
b;b33;b93;ставрида;29.01.2004;13;150;18.9667;-16.7333
i;i33;i93;анчоусы;29.01.2004;29.138;39;18.0333;-16.4667
i;i33;i93;ставрида;29.01.2004;26.4;39;18.0333;-16.4667
a;a1;a90;скумбрия;30.01.2004;9.044;0;17.3;-16.6333
i;i33;i93;прочие  морские рыбы;29.01.2004;0.306;39;18.0333;-16.4667
i;i33;i93;сардина;29.01.2004;42.734;39;18.0333;-16.4667
i;i36;i96;анчоусы;29.01.2004;5.556;300;19.1667;-17
i;i36;i96;ставрида;29.01.2004;50.1;300;19.1667;-17
c;c30;c90;сардинелла;29.01.2004;11.637;10;18.3333;-16.3333
c;c30;c90;ставрида;29.01.2004;4.779;10;18.3333;-16.3333
c;c30;c90;прочие  морские рыбы;29.01.2004;11.112;10;18.3333;-16.3333
c;c30;c90;скумбрия;29.01.2004;9.531;10;18.3333;-16.3333
d;d30;d90;анчоусы;30.01.2004;1.944;0;19.1667;-16.7833
d;d30;d90;ставрида;30.01.2004;24;0;19.1667;-16.7833
a;a2;a93;пеламида;30.01.2004;1.5;135;17.6167;-16.5
a;a2;a93;ставрида;30.01.2004;11.73;135;17.6167;-16.5
a;a2;a93;скумбрия;30.01.2004;10.65;135;17.6167;-16.5
a;a2;a93;тунец полосатый скипджек;30.01.2004;0.66;135;17.6167;-16.5
a;a1;a90;ставрида;30.01.2004;8.04;0;17.3;-16.6333
b;b33;b93;анчоусы;30.01.2004;16.668;150;18.6833;-16.6
b;b33;b93;ставрида;30.01.2004;20;150;18.6833;-16.6
i;i33;i93;анчоусы;30.01.2004;34.133;32;17.8833;-16.5333
i;i33;i93;ставрида;30.01.2004;18.84;32;17.8833;-16.5333
i;i33;i93;прочие  морские рыбы;30.01.2004;0.342;32;17.8833;-16.5333
i;i33;i93;скумбрия;30.01.2004;13.64;32;17.8833;-16.5333
i;i33;i93;сардина;30.01.2004;37.444;32;17.8833;-16.5333
i;i36;i96;анчоусы;30.01.2004;5.556;30;15.5833;-17.1667
i;i36;i96;ставрида;30.01.2004;70.1;30;15.5833;-17.1667
c;c30;c90;сардинелла;30.01.2004;1.188;10;18.2833;-16.3667
c;c30;c90;ставрида;30.01.2004;1.89;10;18.2833;-16.3667
c;c30;c90;прочие  морские рыбы;30.01.2004;8.898;10;18.2833;-16.3667
a;a1;a90;сардина;01.02.2004;24.197;0;18.1333;-16.5
c;c30;c90;скумбрия;30.01.2004;17.091;10;18.2833;-16.3667
d;d30;d90;анчоусы;31.01.2004;1.944;0;19.5;-17
d;d30;d90;ставрида;31.01.2004;29.01;0;19.5;-17
a;a2;a93;ставрида;31.01.2004;12.42;150;17.4833;-16.5833
a;a2;a93;скумбрия;31.01.2004;2.58;150;17.4833;-16.5833
a;a1;a90;ставрида;31.01.2004;6.03;0;17.3;-16.6333
a;a1;a90;скумбрия;31.01.2004;8.04;0;17.3;-16.6333
a;a1;a90;сардина;31.01.2004;12.601;0;17.3;-16.6333
a;a1;a90;тунец пятнистый;31.01.2004;1.005;0;17.3;-16.6333
b;b33;b93;сардинелла;31.01.2004;4;0;19.1167;-16.75
b;b33;b93;анчоусы;31.01.2004;16.668;0;19.1167;-16.75
b;b33;b93;ставрида;31.01.2004;14;0;19.1167;-16.75
b;b33;b93;скумбрия;31.01.2004;2;0;19.1167;-16.75
i;i33;i93;анчоусы;31.01.2004;27.306;16;18.55;-16.6
i;i33;i93;ставрида;31.01.2004;26.08;16;18.55;-16.6
i;i33;i93;прочие  морские рыбы;31.01.2004;0.576;16;18.55;-16.6
i;i33;i93;скумбрия;31.01.2004;1.74;16;18.55;-16.6
f;f30;f90;ставрида;31.01.2004;16.281;64;17.3;-16.4167
f;f30;f90;скумбрия;31.01.2004;3.438;64;17.3;-16.4167
f;f30;f90;сардина;31.01.2004;47.753;64;17.3;-16.4167
i;i36;i96;анчоусы;31.01.2004;11.112;300;19.6667;-17.1667
i;i36;i96;ставрида;31.01.2004;70.1;300;19.6667;-17.1667
c;c30;c90;сардинелла;31.01.2004;0.135;10;18.3833;-16.45
c;c30;c90;ставрида;31.01.2004;11.151;10;18.3833;-16.45
c;c30;c90;прочие  морские рыбы;31.01.2004;13.334;10;18.3833;-16.45
c;c30;c90;скумбрия;31.01.2004;2.538;10;18.3833;-16.45
c;c30;c90;сардина;31.01.2004;14.553;10;18.3833;-16.45
d;d30;d90;ставрида;01.02.2004;20;0;19.6333;-17.0333
a;a2;a93;ставрида;01.02.2004;15.27;60;18.35;-16.3833
a;a2;a93;прочие  морские рыбы;01.02.2004;8.889;60;18.35;-16.3833
a;a1;a90;ставрида;01.02.2004;13.065;0;18.1333;-16.5
a;a1;a90;скумбрия;01.02.2004;4.02;0;18.1333;-16.5
b;b33;b93;сардинелла;01.02.2004;7;110;19.45;-16.8667
b;b33;b93;анчоусы;01.02.2004;11.112;110;19.45;-16.8667
b;b33;b93;ставрида;01.02.2004;15;110;19.45;-16.8667
b;b33;b93;скумбрия;01.02.2004;2;110;19.45;-16.8667
i;i33;i93;сардинелла;01.02.2004;3.32;14;18.25;-16.5167
i;i33;i93;анчоусы;01.02.2004;23.31;14;18.25;-16.5167
i;i33;i93;ставрида;01.02.2004;46.94;14;18.25;-16.5167
i;i33;i93;скумбрия;01.02.2004;7.32;14;18.25;-16.5167
i;i33;i93;сардина;01.02.2004;14.697;14;18.25;-16.5167
f;f30;f90;сардинелла;01.02.2004;0.42;15;16.7167;-16.6667
f;f30;f90;ставрида;01.02.2004;11.205;15;16.7167;-16.6667
f;f30;f90;скумбрия;01.02.2004;3.587;15;16.7167;-16.6667
f;f30;f90;сардина;01.02.2004;54.538;15;16.7167;-16.6667
i;i36;i96;анчоусы;01.02.2004;16.668;300;20.8833;-16.9833
i;i36;i96;ставрида;01.02.2004;52.88;300;20.8833;-16.9833
c;c30;c90;сардинелла;01.02.2004;0.27;10;18.3833;-16.4667
c;c30;c90;ставрида;01.02.2004;15.957;10;18.3833;-16.4667
c;c30;c90;прочие  морские рыбы;01.02.2004;13.334;10;18.3833;-16.4667
c;c30;c90;скумбрия;01.02.2004;5.643;10;18.3833;-16.4667
c;c30;c90;сардина;01.02.2004;0.162;10;18.3833;-16.4667
d;d30;d90;анчоусы;02.02.2004;5.556;0;19.9167;-17.4833
d;d30;d90;ставрида;02.02.2004;11.53;0;19.9167;-17.4833
d;d30;d90;скумбрия;02.02.2004;3.48;0;19.9167;-17.4833
a;a2;a93;макрурусы;02.02.2004;0.72;140;17.9333;-16.4
a;a2;a93;анчоусы;02.02.2004;13.335;140;17.9333;-16.4
a;a2;a93;ставрида;02.02.2004;40.65;140;17.9333;-16.4
a;a2;a93;скумбрия;02.02.2004;1.05;140;17.9333;-16.4
a;a1;a90;ставрида;02.02.2004;43.756;0;18.25;-16.4167
b;b33;b93;анчоусы;02.02.2004;16.668;110;19.6667;-17.1
b;b33;b93;ставрида;02.02.2004;26;110;19.6667;-17.1
b;b33;b93;скумбрия;02.02.2004;4;110;19.6667;-17.1
a;a2;a93;ставрида;03.02.2004;22.05;130;17.9333;-16.45
i;i33;i93;сардинелла;02.02.2004;0.18;50;18.0667;-16.4833
i;i33;i93;анчоусы;02.02.2004;16.65;50;18.0667;-16.4833
i;i33;i93;ставрида;02.02.2004;71.82;50;18.0667;-16.4833
i;i33;i93;прочие  морские рыбы;02.02.2004;0.54;50;18.0667;-16.4833
i;i33;i93;скумбрия;02.02.2004;5.42;50;18.0667;-16.4833
i;i33;i93;сардина;02.02.2004;2.806;50;18.0667;-16.4833
f;f30;f90;сардинелла;02.02.2004;0.808;10;16.9167;-16.5667
f;f30;f90;ставрида;02.02.2004;35.775;10;16.9167;-16.5667
f;f30;f90;скумбрия;02.02.2004;1.2;10;16.9167;-16.5667
f;f30;f90;сардина;02.02.2004;41.87;10;16.9167;-16.5667
c;c30;c90;ставрида;02.02.2004;15.822;10;18.4167;-16.4667
c;c30;c90;прочие  морские рыбы;02.02.2004;12.223;10;18.4167;-16.4667
c;c30;c90;скумбрия;02.02.2004;3.024;10;18.4167;-16.4667
a;a2;a93;анчоусы;03.02.2004;5.556;130;17.9333;-16.45
a;a1;a90;ставрида;03.02.2004;27.676;0;18.25;-16.5
b;b33;b93;анчоусы;03.02.2004;22.224;130;18.8333;-16.5667
b;b33;b93;ставрида;03.02.2004;23;130;18.8333;-16.5667
b;b33;b93;скумбрия;03.02.2004;2;130;18.8333;-16.5667
i;i33;i93;анчоусы;03.02.2004;24.975;16;18.1667;-16.5333
i;i33;i93;ставрида;03.02.2004;73.86;16;18.1667;-16.5333
i;i33;i93;скумбрия;03.02.2004;6.72;16;18.1667;-16.5333
f;f30;f90;сардинелла;03.02.2004;0.538;25;16.7833;-16.65
f;f30;f90;луфарь;03.02.2004;0.479;25;16.7833;-16.65
f;f30;f90;ставрида;03.02.2004;31.077;25;16.7833;-16.65
f;f30;f90;скумбрия;03.02.2004;0.78;25;16.7833;-16.65
f;f30;f90;сардина;03.02.2004;24.035;25;16.7833;-16.65
c;c30;c90;ставрида;03.02.2004;9.531;10;18.2167;-16.4167
c;c30;c90;прочие  морские рыбы;03.02.2004;16.668;10;18.2167;-16.4167
i;i33;i93;анчоусы;06.02.2004;29.97;14;18.3;-16.4667
c;c30;c90;скумбрия;03.02.2004;6.372;10;18.2167;-16.4167
c;c30;c90;сардина;03.02.2004;9.18;10;18.2167;-16.4167
d;d30;d90;анчоусы;04.02.2004;5.556;0;19.5833;-17.1
d;d30;d90;сардина;04.02.2004;25.02;0;19.5833;-17.1
b;b33;b93;анчоусы;04.02.2004;15.352;80;19.55;-17.0167
b;b33;b93;ставрида;04.02.2004;8;80;19.55;-17.0167
b;b33;b93;скумбрия;04.02.2004;2;80;19.55;-17.0167
b;b33;b93;сардина;04.02.2004;0.714;80;19.55;-17.0167
i;i33;i93;анчоусы;04.02.2004;14.985;16;18.25;-16.5333
i;i33;i93;ставрида;04.02.2004;88.8;16;18.25;-16.5333
i;i33;i93;скумбрия;04.02.2004;11.38;16;18.25;-16.5333
f;f30;f90;ставрида;04.02.2004;22.248;9;16.3333;-16.7333
f;f30;f90;скумбрия;04.02.2004;1.795;9;16.3333;-16.7333
f;f30;f90;сардина;04.02.2004;30.58;9;16.3333;-16.7333
c;c30;c90;сардинелла;04.02.2004;0.81;10;18.2667;-16.4
c;c30;c90;ставрида;04.02.2004;7.182;10;18.2667;-16.4
c;c30;c90;прочие  морские рыбы;04.02.2004;16.668;10;18.2667;-16.4
c;c30;c90;скумбрия;04.02.2004;4.158;10;18.2667;-16.4
c;c30;c90;сардина;04.02.2004;9.396;10;18.2667;-16.4
d;d30;d90;анчоусы;05.02.2004;5.556;0;19.3167;-16.8167
d;d30;d90;сардина;05.02.2004;7.02;0;19.3167;-16.8167
b;b33;b93;анчоусы;05.02.2004;25.78;60;19.5167;-16.9
b;b33;b93;ставрида;05.02.2004;17;60;19.5167;-16.9
b;b33;b93;скумбрия;05.02.2004;8;60;19.5167;-16.9
b;b33;b93;сардина;05.02.2004;7;60;19.5167;-16.9
i;i33;i93;анчоусы;05.02.2004;8.325;29;18.1333;-16.4667
i;i33;i93;ставрида;05.02.2004;85.08;29;18.1333;-16.4667
i;i33;i93;скумбрия;05.02.2004;16.36;29;18.1333;-16.4667
f;f30;f90;ставрида;05.02.2004;13.932;5;16.55;-16.7333
d;d30;d90;скумбрия;08.02.2004;1.32;0;20.1667;-17.6333
f;f30;f90;скумбрия;05.02.2004;0.6;5;16.55;-16.7333
f;f30;f90;сардина;05.02.2004;52.625;5;16.55;-16.7333
i;i36;i96;анчоусы;05.02.2004;11.112;100;20.4167;-17.7
